,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C
10,2025-06-20 20:00:00+02:00,90,World Cup,9.5405,13.8096,12.6588,13.8096,Lietuva,11.25,22.5,24.75,22.5,15.0,13.75,15.0,9.5,12.75,Counter-attacks,20,0,4-4-2,4,4,2,1,-10,19,ZHUEUHQHEHUUQE,0,A,Andorra,15.0,19.0,19.0,19.25,10.75,11.75,10.0,8.75,11.0,Play creatively,24,0,3-5-2,3,5,2,2,-10,15,UHEHEUUUUQQQQE,02023000300,H,And,2025-06-20,CA,WC2,9.540521726980542,442ca
11,2025-06-16 20:00:00+02:00,90,World Cup,11.4229,14.6062,14.8457,14.6062,Lietuva,15.75,17.5,17.75,17.5,15.25,15.5,15.25,9.75,12.75,Normal,0,0,3-5-2,3,5,2,3,10,18,ZHEUEHQHHHUQUE,3000300,H,Ghana,13.0,16.75,15.0,17.0,16.25,10.5,16.25,8.5,11.0,Normal,0,0,3-5-2,3,5,2,0,1,15,ZUESETQQUHQUEP,00100004344,A,Gha,2025-06-16,N,WC2,11.422904747473492,AoA
12,2025-06-13 20:00:00+02:00,90,World Cup,9.8805,13.3489,12.157,13.5873,Lietuva,10.75,22.25,24.5,22.25,14.0,12.75,14.25,9.25,12.75,Counter-attacks,19,0,4-4-2,4,4,2,1,-10,17,ZHUEUHQHEHUUQE,0,A,Ghana,12.0,19.25,18.25,19.25,17.5,8.0,14.25,8.25,11.75,Normal,0,0,3-5-2,3,5,2,1,0,15,ZUEQETQUUHQUEp,00000404044,H,Gha,2025-06-13,CA,WC2,9.880491642254524,442ca
13,2025-06-09 20:00:00+02:00,90,World Cup,11.4474,15.6659,15.9069,15.6659,Lietuva,13.75,16.75,17.0,16.5,16.25,16.5,16.25,9.5,12.5,Normal,0,0,3-5-2,3,5,2,2,10,19,ZHEUEHQHHHUPQE,3000300,H,Andorra,12.5,20.0,20.0,20.5,12.25,12.75,12.0,10.0,12.5,Normal,0,0,3-5-2,3,5,2,1,-10,20,UUEHEUQpUUUWQE,00123200300,A,And,2025-06-09,N,WC2,11.44737003155881,AoA
14,2025-06-06 20:00:00+02:00,90,World Cup,11.0376,16.3639,15.1427,15.8754,Lietuva,12.0,16.5,15.5,16.0,16.75,15.5,16.25,9.5,12.5,Normal,0,0,3-5-2,3,5,2,2,10,19,ZHEUEQQHHHQPEQ,100000000,H,Uruguay,11.25,20.0,19.25,19.25,12.5,11.75,12.5,7.25,10.75,Normal,0,0,3-5-2,3,5,2,1,-8,14,ZUEUEQUHUHHTWE,00103000320,A,Uru,2025-06-06,N,WC2,11.037581522885024,AoA
15,2025-05-30 20:00:00+02:00,90,World Cup,11.2074,14.224,14.224,13.9946,Lietuva,14.75,17.5,18.25,18.25,15.5,15.5,15.25,10.0,12.75,Normal,0,0,3-5-2,3,5,2,1,0,19,ZHEUEQQHpHQPEQ,103020300,H,Schweiz,12.75,21.0,21.75,20.25,9.75,8.25,10.25,8.75,12.75,Pressing,12,0,4-5-1,4,5,1,0,-10,14,ZUQEQUQUHUHEWE,00110300030,A,Sch,2025-05-30,N,WC1,11.207372987772253,bal
16,2025-05-23 20:00:00+02:00,90,World Cup,12.0708,12.9869,13.4507,12.755,Lietuva,13.25,17.75,18.5,18.25,14.0,14.5,13.75,9.75,12.75,Normal,0,0,3-5-2,3,5,2,3,0,18,UHEUEQQHpHQWEQ,103020300,A,Comoros,8.25,21.75,22.5,19.75,15.5,7.5,16.0,7.5,11.25,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,13,ZUQEHQQUEUQUEH,02002044044,H,Com,2025-05-23,N,WC1,12.070803307702189,bal
17,2025-05-16 20:00:00+02:00,90,World Cup,9.1197,15.2329,15.4709,15.2329,Lietuva,12.0,17.25,17.25,18.0,16.0,16.25,16.0,10.25,12.0,Normal,0,0,3-4-3,3,4,3,4,10,18,UHEUEQQHEHUPQQ,0,H,Nicaragua,6.5,22.5,24.5,21.5,16.25,5.5,5.25,7.75,11.75,Counter-attacks,21,0,5-4-1,5,4,1,1,-10,13,ZSQHPQUTHEQQEE,01400214034,A,Nic,2025-05-16,N,WC1,9.119735072908645,343
18,2025-05-09 20:00:00+02:00,90,World Cup,9.1173,13.2344,11.8653,13.4626,Lietuva,10.0,22.5,24.5,21.75,14.5,13.0,14.75,9.25,12.5,Counter-attacks,19,0,4-4-2,4,4,2,0,-10,18,ZHUEUQQHEHUEQQ,0,A,Hong Kong,13.75,20.75,21.75,21.0,4.75,7.75,8.0,12.0,14.5,Long shots,15,0,4-5-1,4,5,1,1,-10,14,UTPEHPHQTPZEPE,02012300030,H,Hon,2025-05-09,CA,WC1,9.11727667565868,442ca
19,2025-05-02 20:00:00+02:00,90,World Cup,10.8612,18.9432,19.8786,15.2013,Lietuva,14.25,15.5,15.25,12.25,20.25,21.25,16.25,10.5,12.0,Normal,0,0,2-5-3,2,5,3,4,10,17,ZHEEUEQHHHUQQP,0,H,Myanmar,12.25,21.5,23.0,21.25,10.5,10.75,10.75,7.5,11.0,Normal,0,0,3-5-2,3,5,2,1,-10,11,ZHETETHHpQQEQW,02023222300,A,Mya,2025-05-02,N,WC1,10.861241028190369,AoA
20,2025-04-25 20:00:00+02:00,90,World Cup,9.6505,11.6917,10.7564,11.224,Lietuva,10.5,24.5,27.0,23.75,12.5,11.5,12.0,9.5,12.25,Counter-attacks,19,0,4-4-2,4,4,2,3,-10,18,ZHUEUQQHEHQQQE,0,A,Schweiz,15.75,17.0,15.75,14.0,16.25,18.25,14.0,9.75,11.25,Normal,0,0,3-4-3,3,4,3,2,0,14,UUEQEUQHEHQUPU,00000000000,H,Sch,2025-04-25,CA,WC1,9.650515975903309,442ca
21,2025-04-18 20:00:00+02:00,90,World Cup,11.6503,16.0045,16.96,16.0045,Lietuva,15.0,16.5,15.25,16.25,16.75,17.75,16.75,9.5,12.5,Normal,0,0,2-5-3,2,5,3,2,10,17,ZHEEEQQHHHQQQP,0,H,Comoros,6.0,24.5,25.5,25.25,16.5,8.0,15.5,8.0,11.5,Counter-attacks,23,0,5-3-2,5,3,2,0,-10,13,ZQPQUQUQEEQHEU,02004214104,A,Com,2025-04-18,N,WC1,11.6502876754315,AoA
22,2025-04-11 20:00:00+02:00,90,World Cup,10.1215,13.7004,12.7218,13.7004,Lietuva,10.5,22.75,25.0,22.25,14.0,13.0,14.0,9.75,12.5,Counter-attacks,19,0,4-4-2,4,4,2,2,-10,17,ZHUEUQQHEHQQQE,0,A,Nicaragua,12.0,12.75,15.75,17.5,9.5,18.0,16.25,8.75,10.75,Normal,0,0,3-4-3,3,4,3,0,1,12,ZHEHEQQHEHSQUQ,02003001000,H,Nic,2025-04-11,CA,WC1,10.121514142743251,442ca
23,2025-04-07 20:00:00+02:00,90,World Cup,11.664,13.2661,19.2735,17.0207,Lietuva,13.25,12.25,15.75,15.25,13.25,19.25,17.0,10.25,11.75,Normal,0,0,2-5-3,2,5,3,3,5,17,UEUEEQQHHHQQQP,30003000,H,Hong Kong,11.25,19.0,18.5,19.25,12.25,13.0,12.75,9.25,11.75,Pressing,14,0,3-5-2,3,5,2,1,-10,12,UPEPEPHTPQHUEQ,00003000300,A,Hon,2025-04-07,N,WC1,11.663968683446162,AoA
24,2025-04-04 20:00:00+02:00,90,World Cup,12.8661,14.8429,15.0988,14.8429,Lietuva,11.0,17.5,17.0,17.75,14.5,14.75,14.5,9.5,12.5,Normal,0,0,3-5-2,3,5,2,1,0,15,UHEUEQQHHHQEQW,103000300,A,Myanmar,6.75,27.5,28.0,26.5,7.25,4.25,17.5,7.5,12.25,Counter-attacks,21,0,5-4-1,5,4,1,0,-10,10,ZHTSTHQEpHQEEQ,02004022414,H,Mya,2025-04-04,N,WC1,12.866130751216913,bal
25,2025-03-28 20:00:00+01:00,90,Friendly,,,,,Lietuva,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,Counter-attacks,0,0,4-4-2,4,4,2,5,-10,16,ZQUEQHQEpTUQEU,21000,H,Danmark,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,Counter-attacks,0,0,0-0-0,0,0,0,0,-10,0,EEEEEEEEEEEEEE,,A,Dan,2025-03-28,CA,F,,442ca
26,2025-03-21 20:00:00+01:00,90,Europe Cup,12.8795,14.553,17.5129,16.033,Lietuva,14.0,15.75,16.0,17.0,14.75,17.75,16.25,9.75,12.0,Normal,0,0,3-5-2,3,5,2,1,0,16,ZHEUEQQHHHUEQU,103000300,N,Turkiye,14.75,17.5,18.5,17.25,15.0,15.5,11.5,10.0,12.5,Normal,0,0,3-5-2,3,5,2,5,0,16,UUEPETUQTQHpET,00313103010,H,Tur,2025-03-21,N,CCQF,12.8795375889044,bal
27,2025-03-14 20:00:00+01:00,90,Europe Cup,9.3457,13.4447,12.5332,14.1283,Lietuva,10.0,23.0,23.5,20.75,14.75,13.75,15.5,8.75,12.25,Counter-attacks,16,0,4-4-2,4,4,2,1,-9,17,ZQHEUHUHEHUQEW,3400000000,A,Belarus,15.0,16.0,14.75,15.25,17.75,20.75,18.25,8.75,11.0,Normal,0,0,3-4-3,3,4,3,5,10,15,ZQEPEQQHETUHHH,00000010000,H,Bel,2025-03-14,CA,CC,9.34566298178875,442ca
28,2025-03-07 20:00:00+01:00,90,Europe Cup,8.7047,12.9259,12.2209,13.631,Lietuva,10.75,23.25,24.5,22.0,13.75,13.0,14.5,7.75,11.75,Counter-attacks,18,0,4-4-2,4,4,2,3,-9,15,ZQHEQHUHEHUQEP,3400000000,H,Ukraina,10.25,17.5,17.0,17.75,18.25,9.0,20.0,8.25,11.25,Normal,0,0,3-5-2,3,5,2,0,5,11,ZZEZEUUUHZUHEQ,00000404044,A,Ukr,2025-03-07,CA,CC,8.704705973161541,442ca
29,2025-02-28 20:00:00+01:00,90,Europe Cup,11.1635,14.7522,19.2013,16.8597,Lietuva,17.5,13.0,15.75,15.25,15.75,20.5,18.0,8.5,11.25,Normal,0,0,2-5-3,2,5,3,6,10,15,UEQEEQUHHHUQQP,30003000,H,Rossiya,16.5,17.0,16.5,15.75,16.0,14.5,14.0,7.75,10.75,Normal,0,0,3-5-2,3,5,2,5,0,12,ZUETETUQUHHEWT,00103000302,A,Ros,2025-02-28,N,CC,11.163530144616429,AoA
30,2025-02-21 20:00:00+01:00,90,Europe Cup,10.4794,13.1292,12.8989,12.8989,Lietuva,11.5,22.0,24.25,21.25,14.25,14.0,14.0,8.5,12.0,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,15,UHQEUQUHEHQQQE,300300,A,Nederland,17.5,17.5,17.25,17.75,14.25,16.25,16.0,10.5,12.75,Normal,0,0,3-5-2,3,5,2,0,4,15,UZEHEHHQHQQPQE,00003001000,H,Ned,2025-02-21,CA,CC,10.479445242136508,442ca
31,2025-02-14 20:00:00+01:00,90,Europe Cup,11.2216,17.6198,20.9088,15.0355,Lietuva,14.75,13.75,14.5,13.5,18.75,22.25,16.0,8.5,10.75,Normal,0,0,2-5-3,2,5,3,2,10,14,UHEEQEUHTHQQQP,30103000,H,Severna Makedonija,17.0,9.25,12.25,7.0,11.25,22.75,13.5,8.0,9.25,Attack in the middle,25,0,2-5-3,2,5,3,0,10,12,ZEPQEEHHTTQHQW,01130113000,A,Sev,2025-02-14,N,CC,11.221602995273068,AoA
32,2025-02-07 20:00:00+01:00,90,Europe Cup,11.4483,17.3446,19.4259,14.8007,Lietuva,15.0,14.5,14.25,12.5,18.75,21.0,16.0,9.25,11.25,Normal,0,0,2-5-3,2,5,3,3,10,15,UHEEUEUHHHUQQP,30003000,H,Belarus,7.75,21.5,23.0,23.25,13.75,16.0,14.0,7.0,11.0,Counter-attacks,21,0,4-3-3,4,3,3,3,-9,16,ZQUEQHQEUEQHHQ,02002000000,A,Bel,2025-02-07,N,CC,11.448310530870378,AoA
33,2025-02-03 20:00:00+01:00,90,Europe Cup,10.626,11.2397,11.2397,11.2397,Lietuva,10.75,23.75,26.25,22.75,11.75,11.75,11.75,8.5,12.0,Counter-attacks,18,0,4-4-2,4,4,2,4,-10,16,ZHQEUQUHEHUQEW,300300,A,Ukraina,13.0,16.75,16.75,18.0,13.25,15.75,16.75,8.5,11.25,Normal,0,0,3-5-2,3,5,2,1,0,11,ZZEZETQHQHUPUE,00000000000,H,Ukr,2025-02-03,CA,CC,10.625982986284413,442ca
34,2025-01-31 20:00:00+01:00,90,Europe Cup,12.7455,13.9466,14.6806,14.1913,Lietuva,15.75,17.25,16.5,17.5,14.25,15.0,14.5,8.5,11.75,Normal,0,0,3-5-2,3,5,2,3,0,16,ZQEUEHUHHHUWEW,103000300,A,Rossiya,17.25,15.5,14.75,11.5,17.25,19.5,13.5,7.0,10.0,Normal,0,0,2-5-3,2,5,3,1,1,10,ZHEETEUQTHQHQP,00130003000,H,Ros,2025-01-31,N,CC,12.74551668424944,bal
35,2025-01-27 20:00:00+01:00,90,Europe Cup,11.884,15.1244,15.1244,14.6203,Lietuva,13.5,16.75,16.0,16.75,15.0,15.0,14.5,8.5,11.5,Normal,0,0,3-5-2,3,5,2,2,5,15,ZQEUEHUHHHUPEQ,103000300,H,Nederland,10.0,20.25,23.5,22.0,11.25,13.5,12.5,10.0,12.75,Counter-attacks,19,0,4-4-2,4,4,2,0,-10,14,UZUEUUUQEQQWQE,00000300300,A,Ned,2025-01-27,N,CC,11.884043564265903,AoA
36,2025-01-24 20:00:00+01:00,90,Europe Cup,9.6496,13.9221,12.4305,13.6735,Lietuva,8.25,21.75,24.0,22.25,14.0,12.5,13.75,8.25,11.75,Counter-attacks,19,0,4-4-2,4,4,2,1,-10,17,ZQUEQHUHEHUQEQ,0,A,Severna Makedonija,11.0,17.25,18.25,17.25,11.5,12.0,11.5,7.0,10.25,Normal,0,0,3-5-2,3,5,2,2,-1,11,ZHEHEQQTpUQPQE,00003021300,H,Sev,2025-01-24,CA,CC,9.649598063412684,442ca
37,2025-01-17 20:00:00+01:00,90,Friendly,,,,,Lietuva,12.5,14.75,13.75,14.25,15.25,16.5,15.25,8.0,11.25,Normal,0,0,3-5-2,3,5,2,2,10,16,UHEPEHQHHUQPEQ,103000300,H,Eesti,5.5,19.0,21.25,19.0,12.75,11.75,12.25,7.75,10.25,Counter-attacks,14,0,4-4-2,4,4,2,2,-10,9,ZUQEQUQHEHTUEH,00000000000,A,Ees,2025-01-17,N,F,,AoA
38,2025-01-10 20:00:00+01:00,90,Friendly,,,,,Lietuva,12.75,15.0,14.25,14.75,14.0,15.25,14.0,7.75,11.5,Normal,0,0,3-5-2,3,5,2,2,10,14,UHEPEHQHHUQPEU,103000300,H,Misr,7.75,17.75,17.5,15.75,14.75,12.25,14.0,8.0,11.25,Normal,0,0,5-3-2,5,3,2,0,10,12,ZHTZUQQEEQTUEH,00400000000,A,Mis,2025-01-10,N,F,,AoA
39,2025-01-03 20:00:00+01:00,88,Friendly,,,,,Lietuva,11.0,18.0,18.0,18.0,12.75,12.25,12.25,7.25,10.25,Normal,0,0,3-5-2,3,5,2,6,0,11,UQEUEHQTpUQPEU,1010121000,H,Hong Kong,7.0,14.0,16.75,12.0,8.25,12.25,6.75,9.0,9.25,Normal,0,0,5-3-2,5,3,2,0,0,9,PZUPQTEPPUEUEQ,00000000000,A,Hon,2025-01-03,N,F,,bal
40,2024-12-27 20:00:00+01:00,88,Friendly,,,,,Lietuva,12.75,15.25,14.5,14.75,14.25,15.25,14.75,8.0,11.5,Normal,0,0,3-5-2,3,5,2,3,10,13,UHEPEHQHHUQWEU,103000300,A,Bahrain,10.25,11.25,11.75,12.5,16.25,14.75,12.5,7.75,9.25,Normal,0,0,2-5-3,2,5,3,2,5,9,ZQEEEHHQpHQUPH,00304213404,H,Bah,2024-12-27,N,F,,AoA
41,2024-12-20 20:00:00+01:00,88,Friendly,,,,,Lietuva,9.5,21.75,24.0,21.25,13.0,11.5,12.75,8.0,11.75,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,15,UHUEUHUHEHQUEU,0,H,Cuba,6.25,17.0,19.75,17.0,10.75,7.25,9.75,6.0,9.75,Pressing,10,0,5-4-1,5,4,1,0,0,9,ZUPUQQUZEQUEUE,00000000000,A,Cub,2024-12-20,CA,F,,442ca
42,2024-12-13 20:00:00+01:00,88,Friendly,,,,,Lietuva,13.0,16.75,16.0,16.5,12.75,14.0,13.5,8.0,11.75,Normal,0,0,3-5-2,3,5,2,3,10,13,UHEPEHQHHUQWEU,103000300,A,Suriyah,9.5,15.75,15.25,16.5,13.5,14.0,13.5,6.25,9.25,Normal,0,0,3-5-2,3,5,2,0,0,10,ZTEHEHQUTQQUQE,00000010000,H,Sur,2024-12-13,N,F,,AoA
43,2024-12-06 20:00:00+01:00,88,Friendly,,,,,Lietuva,13.0,15.25,14.5,15.0,14.75,15.75,15.5,8.0,11.75,Normal,0,0,3-5-2,3,5,2,0,10,13,UHEPEHQHHUQPEU,103000300,H,Hellas,11.25,21.25,26.5,15.5,10.25,8.5,7.0,7.25,11.5,Play creatively,20,0,4-5-1,4,5,1,1,-10,12,UHHHPEUHQpHQEE,00000000230,A,Hel,2024-12-06,N,F,,AoA
44,2024-11-29 20:00:00+01:00,88,Friendly,,,,,Lietuva,13.0,15.25,14.5,15.0,14.75,16.25,15.75,7.75,11.25,Normal,0,0,3-5-2,3,5,2,1,10,12,UHEPEHQHHUQPEU,103000300,H,Cyprus,8.0,10.5,18.5,18.0,4.75,11.25,9.5,6.25,8.5,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,8,ZEUPUZETQUQETW,00000000300,A,Cyp,2024-11-29,N,F,,AoA
45,2024-11-22 20:00:00+01:00,88,Friendly,,,,,Lietuva,12.5,15.25,14.5,15.0,15.0,16.75,15.75,8.25,11.75,Normal,0,0,3-5-2,3,5,2,1,10,13,UHEPEHQHHUQWEU,103000300,A,Rom̢nia,4.25,19.5,19.0,20.25,14.5,12.0,14.25,8.75,12.0,Counter-attacks,23,0,5-3-2,5,3,2,0,-2,11,UQPZHSUEPEQQEQ,01404111100,H,Rom,2024-11-22,N,F,,AoA
46,2024-11-15 20:00:00+01:00,88,World Cup,12.4315,14.6592,16.4284,15.4174,Lietuva,17.75,15.75,15.25,15.75,14.5,16.25,15.25,8.0,11.75,Normal,0,0,3-5-2,3,5,2,5,10,14,ZHEPEHQHHUQWEU,103000300,A,Rep̼blica Dominicana,13.25,9.5,10.5,10.25,12.25,13.5,13.25,6.75,9.25,Play creatively,24,0,3-5-2,3,5,2,2,10,12,ZUEQEQQHHUUUEP,00103000300,H,Rep,2024-11-15,N,WC2,12.431499622249987,AoA
47,2024-11-08 20:00:00+01:00,88,World Cup,10.8984,13.9143,17.8898,16.8959,Lietuva,18.25,15.25,15.25,16.0,14.0,18.0,17.0,8.75,11.25,Normal,0,0,3-5-2,3,5,2,0,5,15,ZHEUEHQHTUUPEU,3010300,H,Suomi,11.25,26.0,23.0,24.5,13.5,11.75,14.25,9.75,13.25,Counter-attacks,20,0,4-4-2,4,4,2,1,-10,13,ZZQEUHUHEUQWEU,00440320300,A,Suo,2024-11-08,N,WC2,10.898440634142217,AoA
48,2024-11-04 20:00:00+01:00,88,World Cup,8.3253,18.3848,7.4533,18.6332,Lietuva,9.5,22.5,23.5,22.75,18.5,7.5,18.75,7.5,11.5,Counter-attacks,17,0,4-4-2,4,4,2,1,-10,15,ZHUEUHQQEQUUEU,44044,A,Belarus,16.5,18.5,18.25,18.25,13.75,13.5,13.5,5.75,10.75,Normal,0,0,3-5-2,3,5,2,1,1,16,ZUEQEQHHQTQTEH,00103000320,H,Bel,2024-11-04,CA,WC2,8.325300727784407,442ca
49,2024-11-01 20:00:00+01:00,88,World Cup,10.2538,16.3224,17.7627,16.0824,Lietuva,13.25,16.25,14.75,16.0,17.0,18.5,16.75,8.25,11.0,Normal,0,0,3-5-2,3,5,2,1,5,13,ZHEUEHUUTHQUEU,3010300,H,Belarus,14.5,20.75,22.25,21.0,11.5,12.75,13.5,6.25,10.75,Normal,0,0,3-5-2,3,5,2,3,-4,17,ZQETEUQTHTHQEH,00003000300,A,Bel,2024-11-01,N,WC2,10.253763650303394,AoA
50,2024-10-28 20:00:00+01:00,88,World Cup,6.3448,16.2289,6.6825,16.4676,Lietuva,6.25,25.75,25.75,24.75,17.0,7.0,17.25,6.5,11.0,Counter-attacks,23,0,5-3-2,5,3,2,3,-10,15,ZQHPUHUEEQQQEQ,400004044,A,Suomi,16.25,14.0,12.5,13.75,18.75,21.75,19.0,10.5,12.25,Normal,0,0,3-4-3,3,4,3,3,10,12,ZZEHEHUUEHQPQU,00103003000,H,Suo,2024-10-28,CA,WC2,6.344781138641774,hardca
51,2024-10-25 20:00:00+02:00,88,World Cup,11.232,14.0923,13.8451,13.8451,Lietuva,12.0,18.0,17.5,18.5,14.25,14.0,14.0,7.5,11.25,Normal,0,0,3-5-2,3,5,2,4,0,13,ZHEPEHUHHUQPEU,103000300,H,Rep̼blica Dominicana,10.5,17.25,18.25,18.5,11.5,11.75,12.0,7.75,11.25,Normal,0,0,3-5-2,3,5,2,1,-4,17,ZPEPEUQHHQQWEU,00003000300,A,Rep,2024-10-25,N,WC2,11.232029268241202,bal
